,id,created_at,text,clean_text,cleaned_word_list
342,1234440989474947074,2020-03-02 11:30:41,"b'The misleading language appears in 9 reports so far, including environmental studies and impact statements on major\xe2\x80\xa6 https://t.co/cBZEUkL48L'",the misleading language appears in   reports so far  including environmental studies and impact statements on major     ,mislead langu appear report far includ environ study impact stat maj
343,1234440824844439554,2020-03-02 11:30:02,"b'Since 2017, an official at the U.S. Interior Department has led a campaign that has inserted misleading language ab\xe2\x80\xa6 https://t.co/DXaa1AisSJ'",since       an official at the u s  interior department has led a campaign that has inserted misleading language ab     ,sint off intery depart lead campaign insert mislead langu ab
344,1234437069952475136,2020-03-02 11:15:06,b'The Democratic presidential candidates are united in seeking a major overhaul of the U.S. criminal justice system.\xe2\x80\xa6 https://t.co/9MPWbRS30N',the democratic presidential candidates are united in seeking a major overhaul of the u s  criminal justice system      ,democr presid candid unit seek maj overha crimin just system
345,1234433332257153024,2020-03-02 11:00:15,"b'In Opinion\n\n""The spread of coronavirus has revealed an unusually vulnerable Italy,"" writes @beppesevergnini. ""Most\xe2\x80\xa6 https://t.co/E5sqBfnVOy'",in opinion   the spread of coronavirus has revealed an unusually vulnerable italy   writes     most     ,opin spread coronavir rev unus vuln ita writ
346,1234428247678636032,2020-03-02 10:40:03,b'News Analysis: Many Indians believed it was only a matter of time before Hindu nationalism provoked the kind of blo\xe2\x80\xa6 https://t.co/Nad5YlxW5F',news analysis  many indians believed it was only a matter of time before hindu nationalism provoked the kind of blo     ,new analys many ind believ mat tim hindu nat provok kind blo
347,1234425741665853440,2020-03-02 10:30:05,"b'Turkey said on Sunday that it was launching a major counteroffensive against the Syrian government, for the first t\xe2\x80\xa6 https://t.co/u2mc0jn98B'",turkey said on sunday that it was launching a major counteroffensive against the syrian government  for the first t     ,turkey say sunday launch maj counteroffend syr govern first
348,1234423217583984640,2020-03-02 10:20:04,"b'Like the family in the Oscar-winning film ""Parasite,"" many in Seoul\xe2\x80\x99s so-called dirt-spoon class dwell in basements\xe2\x80\xa6 https://t.co/iZVisS1GEX'",like the family in the oscar winning film  parasite   many in seoul    so called dirt spoon class dwell in basements     ,lik famy osc win film parasit many seo cal dirt spoon class dwel bas
349,1234418192564531200,2020-03-02 10:00:06,"b'In a few cases, patients again tested positive for the coronavirus after they were no longer ill. But little is kno\xe2\x80\xa6 https://t.co/pV3iLKxOL1'",in a few cases  patients again tested positive for the coronavirus after they were no longer ill  but little is kno     ,cas paty test posit coronavir long il littl kno
350,1234413154198806529,2020-03-02 09:40:04,"b""A Chinese woman sneezed, spraying a Thai taxi driver's face. \xe2\x80\x9cI thought, she\xe2\x80\x99s pretty but she doesn\xe2\x80\x99t have any mann\xe2\x80\xa6 https://t.co/BRs9vylOyY""",a chinese woman sneezed  spraying a thai taxi driver s face      thought  she    pretty but she doesn    have any mann     ,chin wom sneez spray tha tax driv fac think pretty man
351,1234408121218539522,2020-03-02 09:20:04,"b'Israelis will attempt to break the country\xe2\x80\x99s political deadlock on Monday, heading to polling stations for the coun\xe2\x80\xa6 https://t.co/Dw6o7aO8xq'",israelis will attempt to break the country    political deadlock on monday  heading to polling stations for the coun     ,israel attempt break country polit deadlock monday head pol stat coun
